"id","subject","predicate","object","language","datatype"
"30","http://www.w3.org/2004/02/skos/core#ConceptScheme","http://www.w3.org/2000/01/rdf-schema#label","Concept Scheme","en",""
"31","http://www.w3.org/2004/02/skos/core#member","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"32","http://www.w3.org/2004/02/skos/core#broader","http://www.w3.org/2002/07/owl#inverseOf","http://www.w3.org/2004/02/skos/core#narrower","",""
"33","http://www.w3.org/2004/02/skos/core#memberList","http://www.w3.org/2000/01/rdf-schema#comment","For any resource, every item in the list given as the value of the
      skos:memberList property is also a value of the skos:member property.","en",""
"34","http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2004/02/skos/core#definition","A meaningful collection of concepts.","en",""
"35","http://www.w3.org/2004/02/skos/core","http://purl.org/dc/terms/contributor","Participants in W3C's Semantic Web Deployment Working Group.","",""
"36","http://www.w3.org/2004/02/skos/core#changeNote","http://www.w3.org/2004/02/skos/core#definition","A note about a modification to a concept.","en",""
"37","http://www.w3.org/2004/02/skos/core#topConceptOf","http://www.w3.org/2000/01/rdf-schema#label","is top concept in scheme","en",""
"38","http://www.w3.org/2004/02/skos/core#broader","http://www.w3.org/2000/01/rdf-schema#label","has broader","en",""
"39","http://www.w3.org/2004/02/skos/core#memberList","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/1999/02/22-rdf-syntax-ns#List","",""
"40","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/2000/01/rdf-schema#label","is in semantic relation with","en",""
"41","http://www.w3.org/2004/02/skos/core#OrderedCollection","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"42","http://www.w3.org/2004/02/skos/core#narrowMatch","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"43","http://www.w3.org/2004/02/skos/core#changeNote","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"44","http://www.w3.org/2004/02/skos/core#example","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"45","http://www.w3.org/2004/02/skos/core#definition","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"46","N9a845abfbe8e4cb39e8807d19a363b1c","http://www.w3.org/1999/02/22-rdf-syntax-ns#first","http://www.w3.org/2004/02/skos/core#Concept","",""
"47","http://www.w3.org/2004/02/skos/core#altLabel","http://www.w3.org/2000/01/rdf-schema#comment","skos:prefLabel, skos:altLabel and skos:hiddenLabel are pairwise disjoint properties.","en",""
"48","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/2004/02/skos/core#scopeNote","This property should not be used directly, but as a super-property for all properties denoting a relationship of meaning between concepts.","en",""
"49","http://www.w3.org/2004/02/skos/core#exactMatch","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"50","http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2002/07/owl#disjointWith","http://www.w3.org/2004/02/skos/core#Concept","",""
"51","http://www.w3.org/2004/02/skos/core#note","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"52","http://www.w3.org/2004/02/skos/core#prefLabel","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"53","http://www.w3.org/2004/02/skos/core#scopeNote","http://www.w3.org/2000/01/rdf-schema#label","scope note","en",""
"54","http://www.w3.org/2004/02/skos/core#hiddenLabel","http://www.w3.org/2000/01/rdf-schema#comment","skos:prefLabel, skos:altLabel and skos:hiddenLabel are pairwise disjoint properties.","en",""
"55","http://www.w3.org/2004/02/skos/core#historyNote","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"56","http://www.w3.org/2004/02/skos/core#prefLabel","http://www.w3.org/2004/02/skos/core#definition","The preferred lexical label for a resource, in a given language.","en",""
"57","http://www.w3.org/2004/02/skos/core#inScheme","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"58","http://www.w3.org/2004/02/skos/core#topConceptOf","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"59","http://www.w3.org/2004/02/skos/core#Concept","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class","",""
"60","http://www.w3.org/2004/02/skos/core#hiddenLabel","http://www.w3.org/2000/01/rdf-schema#comment","The range of skos:hiddenLabel is the class of RDF plain literals.","en",""
"61","http://www.w3.org/2004/02/skos/core#member","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"62","http://www.w3.org/2004/02/skos/core#prefLabel","http://www.w3.org/2000/01/rdf-schema#comment","A resource has no more than one value of skos:prefLabel per language tag, and no more than one value of skos:prefLabel without language tag.","en",""
"63","http://www.w3.org/2004/02/skos/core#altLabel","http://www.w3.org/2000/01/rdf-schema#label","alternative label","en",""
"64","http://www.w3.org/2004/02/skos/core#inScheme","http://www.w3.org/2004/02/skos/core#scopeNote","A concept may be a member of more than one concept scheme.","en",""
"65","http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#mappingRelation","",""
"66","http://www.w3.org/2004/02/skos/core#definition","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"67","http://www.w3.org/2004/02/skos/core#inScheme","http://www.w3.org/2004/02/skos/core#definition","Relates a resource (for example a concept) to a concept scheme in which it is included.","en",""
"68","http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"69","http://www.w3.org/2004/02/skos/core#hasTopConcept","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2004/02/skos/core#ConceptScheme","",""
"70","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/2004/02/skos/core#definition","Links a concept to a concept related by meaning.","en",""
"71","http://www.w3.org/2004/02/skos/core#note","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"72","http://www.w3.org/2004/02/skos/core#prefLabel","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"73","http://www.w3.org/2004/02/skos/core#historyNote","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"74","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#SymmetricProperty","",""
"75","http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2000/01/rdf-schema#label","Collection","en",""
"76","http://www.w3.org/2004/02/skos/core#prefLabel","http://www.w3.org/2000/01/rdf-schema#label","preferred label","en",""
"77","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"78","http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#broader","",""
"79","http://www.w3.org/2004/02/skos/core","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Ontology","",""
"80","N9a845abfbe8e4cb39e8807d19a363b1c","http://www.w3.org/1999/02/22-rdf-syntax-ns#rest","N0b2b64e720e54126a5e64f32b67cd297","",""
"81","http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2000/01/rdf-schema#label","has broader match","en",""
"82","http://www.w3.org/2004/02/skos/core#related","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"83","http://www.w3.org/2004/02/skos/core#inScheme","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"84","http://www.w3.org/2004/02/skos/core#topConceptOf","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2004/02/skos/core#Concept","",""
"85","http://www.w3.org/2004/02/skos/core#altLabel","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"86","http://www.w3.org/2004/02/skos/core#inScheme","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2004/02/skos/core#ConceptScheme","",""
"87","http://www.w3.org/2004/02/skos/core#note","http://www.w3.org/2000/01/rdf-schema#label","note","en",""
"88","http://www.w3.org/2004/02/skos/core#narrowerTransitive","http://www.w3.org/2002/07/owl#inverseOf","http://www.w3.org/2004/02/skos/core#broaderTransitive","",""
"89","http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"90","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#mappingRelation","",""
"91","http://www.w3.org/2004/02/skos/core#hiddenLabel","http://www.w3.org/2000/01/rdf-schema#label","hidden label","en",""
"92","http://www.w3.org/2004/02/skos/core#ConceptScheme","http://www.w3.org/2004/02/skos/core#definition","A set of concepts, optionally including statements about semantic relationships between those concepts.","en",""
"93","http://www.w3.org/2004/02/skos/core#broader","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#broaderTransitive","",""
"94","http://www.w3.org/2004/02/skos/core#closeMatch","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"95","http://www.w3.org/2004/02/skos/core","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://www.w3.org/TR/skos-reference/","",""
"96","http://www.w3.org/2004/02/skos/core#altLabel","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"97","http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class","",""
"98","http://www.w3.org/2004/02/skos/core#altLabel","http://www.w3.org/2004/02/skos/core#example","Acronyms, abbreviations, spelling variants, and irregular plural/singular forms may be included among the alternative labels for a concept. Mis-spelled terms are normally included as hidden labels (see skos:hiddenLabel).","en",""
"99","http://www.w3.org/2004/02/skos/core#related","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"100","http://www.w3.org/2004/02/skos/core#broaderTransitive","http://www.w3.org/2004/02/skos/core#scopeNote","By convention, skos:broaderTransitive is not used to make assertions. Rather, the properties can be used to draw inferences about the transitive closure of the hierarchical relation, which is useful e.g. when implementing a simple query expansion algorithm in a search application.","en",""
"101","http://www.w3.org/2004/02/skos/core#example","http://www.w3.org/2000/01/rdf-schema#label","example","en",""
"102","http://www.w3.org/2004/02/skos/core#notation","http://www.w3.org/2004/02/skos/core#scopeNote","By convention, skos:notation is used with a typed literal in the object position of the triple.","en",""
"103","http://www.w3.org/2004/02/skos/core#narrowerTransitive","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"104","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"105","N0b2b64e720e54126a5e64f32b67cd297","http://www.w3.org/1999/02/22-rdf-syntax-ns#first","http://www.w3.org/2004/02/skos/core#Collection","",""
"106","http://www.w3.org/2004/02/skos/core#topConceptOf","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2004/02/skos/core#ConceptScheme","",""
"107","http://www.w3.org/2004/02/skos/core#OrderedCollection","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://www.w3.org/2004/02/skos/core#Collection","",""
"108","http://www.w3.org/2004/02/skos/core#narrowMatch","http://www.w3.org/2004/02/skos/core#definition","skos:narrowMatch is used to state a hierarchical mapping link between two conceptual resources in different concept schemes.","en",""
"109","http://www.w3.org/2004/02/skos/core#exactMatch","http://www.w3.org/2000/01/rdf-schema#label","has exact match","en",""
"110","http://www.w3.org/2004/02/skos/core#hasTopConcept","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"111","http://www.w3.org/2004/02/skos/core#topConceptOf","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"112","http://www.w3.org/2004/02/skos/core#notation","http://www.w3.org/2004/02/skos/core#definition","A notation, also known as classification code, is a string of characters such as ""T58.5"" or ""303.4833"" used to uniquely identify a concept within the scope of a given concept scheme.","en",""
"113","http://www.w3.org/2004/02/skos/core#scopeNote","http://www.w3.org/2004/02/skos/core#definition","A note that helps to clarify the meaning and/or the use of a concept.","en",""
"114","http://www.w3.org/2004/02/skos/core","http://purl.org/dc/terms/title","SKOS Vocabulary","en",""
"115","http://www.w3.org/2004/02/skos/core#definition","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#note","",""
"116","http://www.w3.org/2004/02/skos/core#changeNote","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"117","http://www.w3.org/2004/02/skos/core#example","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"118","http://www.w3.org/2004/02/skos/core#narrowerTransitive","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#semanticRelation","",""
"119","http://www.w3.org/2004/02/skos/core#scopeNote","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#note","",""
"120","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"121","http://www.w3.org/2004/02/skos/core#historyNote","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"122","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2004/02/skos/core#Concept","",""
"123","http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2002/07/owl#inverseOf","http://www.w3.org/2004/02/skos/core#narrowMatch","",""
"124","http://www.w3.org/2004/02/skos/core#ConceptScheme","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"125","http://www.w3.org/2004/02/skos/core#OrderedCollection","http://www.w3.org/2004/02/skos/core#definition","An ordered collection of concepts, where both the grouping and the ordering are meaningful.","en",""
"126","http://www.w3.org/2004/02/skos/core#topConceptOf","http://www.w3.org/2002/07/owl#inverseOf","http://www.w3.org/2004/02/skos/core#hasTopConcept","",""
"127","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"128","http://www.w3.org/2004/02/skos/core#narrower","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"129","http://www.w3.org/2004/02/skos/core#hasTopConcept","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"130","http://www.w3.org/2004/02/skos/core#related","http://www.w3.org/2000/01/rdf-schema#comment","skos:related is disjoint with skos:broaderTransitive","en",""
"131","http://www.w3.org/2004/02/skos/core#member","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2004/02/skos/core#Collection","",""
"132","http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2004/02/skos/core#definition","skos:broadMatch is used to state a hierarchical mapping link between two conceptual resources in different concept schemes.","en",""
"133","http://www.w3.org/2004/02/skos/core#related","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#SymmetricProperty","",""
"134","http://www.w3.org/2004/02/skos/core#memberList","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"135","http://www.w3.org/2004/02/skos/core#changeNote","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"136","http://www.w3.org/2004/02/skos/core#mappingRelation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"137","http://www.w3.org/2004/02/skos/core#narrowMatch","http://www.w3.org/2002/07/owl#inverseOf","http://www.w3.org/2004/02/skos/core#broadMatch","",""
"138","http://www.w3.org/2004/02/skos/core#mappingRelation","http://www.w3.org/2004/02/skos/core#definition","Relates two concepts coming, by convention, from different schemes, and that have comparable meanings","en",""
"139","http://www.w3.org/2004/02/skos/core#Concept","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"140","http://www.w3.org/2004/02/skos/core#editorialNote","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"141","http://www.w3.org/2004/02/skos/core#broaderTransitive","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"142","http://www.w3.org/2004/02/skos/core#hasTopConcept","http://www.w3.org/2004/02/skos/core#definition","Relates, by convention, a concept scheme to a concept which is topmost in the broader/narrower concept hierarchies for that scheme, providing an entry point to these hierarchies.","en",""
"143","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2004/02/skos/core#Concept","",""
"144","http://www.w3.org/2004/02/skos/core#member","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"145","http://www.w3.org/2004/02/skos/core#OrderedCollection","http://www.w3.org/2000/01/rdf-schema#label","Ordered Collection","en",""
"146","http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2004/02/skos/core#scopeNote","Labelled collections can be used where you would like a set of concepts to be displayed under a 'node label' in the hierarchy.","en",""
"147","http://www.w3.org/2004/02/skos/core#altLabel","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2000/01/rdf-schema#label","",""
"148","http://www.w3.org/2004/02/skos/core#memberList","http://www.w3.org/2000/01/rdf-schema#label","has member list","en",""
"149","http://www.w3.org/2004/02/skos/core#mappingRelation","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#semanticRelation","",""
"150","http://www.w3.org/2004/02/skos/core#topConceptOf","http://www.w3.org/2004/02/skos/core#definition","Relates a concept to the concept scheme that it is a top level concept of.","en",""
"151","http://www.w3.org/2004/02/skos/core#editorialNote","http://www.w3.org/2004/02/skos/core#definition","A note for an editor, translator or maintainer of the vocabulary.","en",""
"152","http://www.w3.org/2004/02/skos/core#narrower","http://www.w3.org/2004/02/skos/core#scopeNote","By convention, skos:broader is only used to assert an immediate (i.e. direct) hierarchical link between two conceptual resources.","en",""
"153","http://www.w3.org/2004/02/skos/core#hiddenLabel","http://www.w3.org/2004/02/skos/core#definition","A lexical label for a resource that should be hidden when generating visual displays of the resource, but should still be accessible to free text search operations.","en",""
"154","http://www.w3.org/2004/02/skos/core","http://purl.org/dc/terms/creator","Alistair Miles","",""
"155","http://www.w3.org/2004/02/skos/core#narrowMatch","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2004/02/skos/core#mappingRelation","",""
"156","http://www.w3.org/2004/02/skos/core#memberList","http://www.w3.org/2004/02/skos/core#definition","Relates an ordered collection to the RDF list containing its members.","en",""
"157","http://www.w3.org/2004/02/skos/core#hiddenLabel","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2000/01/rdf-schema#label","",""
"158","N0b2b64e720e54126a5e64f32b67cd297","http://www.w3.org/1999/02/22-rdf-syntax-ns#rest","http://www.w3.org/1999/02/22-rdf-syntax-ns#nil","",""
"159","http://www.w3.org/2004/02/skos/core#mappingRelation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"160","http://www.w3.org/2004/02/skos/core","http://purl.org/dc/terms/contributor","Nikki Rogers","",""
"161","http://www.w3.org/2004/02/skos/core#semanticRelation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"162","http://www.w3.org/2004/02/skos/core#inScheme","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"163","http://www.w3.org/2004/02/skos/core#closeMatch","http://www.w3.org/2000/01/rdf-schema#label","has close match","en",""
"164","http://www.w3.org/2004/02/skos/core#prefLabel","http://www.w3.org/2000/01/rdf-schema#comment","The range of skos:prefLabel is the class of RDF plain literals.","en",""
"165","http://www.w3.org/2004/02/skos/core#narrower","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
"166","http://www.w3.org/2004/02/skos/core#scopeNote","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"167","http://www.w3.org/2004/02/skos/core#example","http://www.w3.org/2004/02/skos/core#definition","An example of the use of a concept.","en",""
"168","http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2004/02/skos/core","",""
